opportunity_id	product_id	gsfa_customer_id	avg_weight	committed_product_revenue	potential_product_revenue	number_of_shipments	origin	destination	product_line	main_competitor	secondary_competitor	dhl_current_transit_time	dhl_transit_time_status
1-7MAB4JH	1-LRWO4-6	CLSCSV_01020111089449	               2.0000000	36.000000	36.000000	              10.0000000	CHILE	South America	?	FedEx	?	?	?
1-7CKDWQL	1-LRWO4-6	COMET_1-2XASJ58	               1.0000000	?	0.060000	               1.0000000	CHILE	ARGENTINA	?	?	?	1	Equal
1-7EOUGUZ	1-LRWO4-6	CLC10001621	              50.0000000	49.260000	49.260000	               1.0000000	CHILE	CANADA	?	?	?	2	Equal
1-7DR9D19	1-LRWO4-16	COMET_1-11XOCAZ	             260.0000000	138.000000	138.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7BDWM83	1-LRWO4-16	CLSION_0118018560247	             250.0000000	420.000000	444.720000	               4.0000000	Europe	CHILE	?	?	?	?	?
1-6XX1A5G	1-LRWO4-16	CLSION_0402019018879	              40.0000000	120.000000	120.000000	               3.0000000	ITALY	CHILE	?	FedEx	?	2	Equal
1-6DBRD9W	1-LRWO4-16	CLSION_0321018938606	              20.0000000	24.000000	24.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6KQ6QKC	1-LRWO4-16	CLSCSV_0523019379406	              30.0000000	18.000000	18.000000	               4.0000000	VENEZUELA	CHILE	?	?	?	2	Faster
1-77X99P9	1-LRWO4-5	CLC10000647	                .5000000	12.000000	12.000000	               4.0000000	CHILE	North America	?	Other	?	?	?
1-7DCSWZ9	1-LRWO4-16	CLSCSV_12060110933447	              20.0000000	48.000000	48.000000	               3.0000000	North America	CHILE	?	Otros	?	?	?
1-71D8SOO	1-LRWO4-16	COMET_1-2DS5YKC	              71.0000000	25.560000	25.560000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6R8RMKY	1-LRWO4-16	COMET_1-6APQ48S	               4.0000000	60.000000	60.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6G0AY0E	1-LRWO4-16	CLS37518CS	               5.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6SKBVRX	1-LRWO4-23	COMET_1-1NBKPE6	              15.0000000	54.000000	96.000000	              10.0000000	BELGIUM	MEXICO	?	Freight Forwarder	?	2	Slower
1-6L88M2D	1-LRWO4-16	CLSCSV_0527019397116	              10.0000000	24.600000	30.000000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-69IUB7G	1-LRWO4-6	COMET_1-69IUAY3	               5.0000000	30.000000	30.000000	              10.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	UPS	?	?	?
1-6IZQA7Z	1-LRWO4-16	CLC10004255	              20.0000000	0.000000	240.000000	              10.0000000	Asia	CHILE	?	?	?	?	?
1-6EXBKYN	1-LRWO4-16	CLS3109CS	               6.0000000	102.000000	102.000000	              13.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6HTIHJL	1-LRWO4-5	CLS22005CS	                .5000000	0.000000	0.000000	               6.0000000	CHILE	South America	?	?	?	?	?
1-6KC8OU3	1-LRWO4-34	CLSCSV_0522019364052	                .5000000	54.000000	54.000000	              35.0000000	CHILE	CHILE	?	Correos de Chile	?	?	?
1-6DR19VW	1-LRWO4-16	COMET_1-5DHIRJF	             118.0000000	42.000000	42.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-7CZ17T5	1-LRWO4-16	CLS36086CS	              20.0000000	48.814200	48.814200	               3.0000000	Europe	CHILE	?	?	?	?	?
1-6PP66Z1	1-LRWO4-34	CLC10000297	               2.0000000	120.000000	480.000000	            4000.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-7DPI2QZ	1-LRWO4-16	CLC10003216	             126.0000000	40.320000	40.320000	               1.0000000	South America	CHILE	?	OTHER	?	?	?
1-6L71A6S	1-LRWO4-6	COMET_1-P47BDS	              44.0000000	30.420000	30.420000	               1.0000000	CHILE	COLOMBIA	?	?	?	2	Equal
1-6Q4PIJP	1-LRWO4-34	CLSCSV_0416019121518	               3.0000000	60.000000	60.000000	              40.0000000	CHILE	CHILE	?	Correos de Chile	?	?	?
1-65MVZWL	1-LRWO4-16	COMET_1-65MVZWE	              12.0000000	300.000000	300.000000	              12.0000000	North America	CHILE	?	Other	?	?	?
1-6WXNV9Z	1-LRWO4-16	CLSCSV_0814019984857	               8.0000000	21.600000	21.600000	               1.0000000	PAKISTAN	CHILE	?	Other	?	4	Faster
1-75NU7BW	1-LRWO4-16	CLSCSV_10180110521194	              15.0000000	30.000000	30.000000	               1.0000000	North America	CHILE	?	NONE	?	?	?
1-687GMAJ	1-LRWO4-16	COMET_1-42PNHAZ	             363.0000000	115.260000	115.260000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-6R7C8SD	1-LRWO4-16	CLS51403CS	             102.0000000	60.060000	60.060000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-6RETT0Z	1-LRWO4-16	CLSCSV_0703019677026	              70.0000000	60.000000	90.000000	               2.0000000	Europe	CHILE	?	UPS	?	?	?
1-6QVHYQD	1-LRWO4-16	COMET_1-6QVHYQ2	              25.0000000	66.000000	66.000000	               6.0000000	Asia	CHILE	?	FedEx	?	?	?
1-6MAXOIH	1-LRWO4-16	COMET_1-32NN16M	              40.0000000	18.000000	18.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-7J2N1TJ	1-LRWO4-16	CLSION_0426019180200	               5.0000000	445.140000	445.140000	               5.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7EXTZND	1-LRWO4-16	COMET_1-4HITUQS	               5.0000000	7.200000	9.000000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-6NVIZHL	1-LRWO4-16	CLSION_0615019538106	              50.0000000	30.000000	30.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-64KHTIJ	1-LRWO4-16	CLSCSV_0117018557690	              50.0000000	39.000000	39.000000	               1.0000000	ARGENTINA	CHILE	?	Other	?	1	Equal
1-6ZM5337	1-LRWO4-16	COMET_1-3BKX9I4	               2.0000000	30.840000	30.840000	               4.0000000	SPAIN	CHILE	?	Other	?	2	Equal
1-68WYROZ	1-LRWO4-16	CLSCSV_0221018754559	             300.0000000	?	?	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-7FYBTT4	1-LRWO4-16	COMET_1-3SIU2UO	              25.0000000	90.000000	90.000000	               5.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-14BU5R-71	1-LRWO4-6	CLSCSV_0216015992440	             134.0000000	99.300000	99.300000	               1.0000000	CHILE	ARGENTINA	?	Freight Forwarder	?	1	Equal
1-6R0VY6P	1-LRWO4-16	CLSCSV_1218015366748	              47.0000000	45.780000	45.780000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-6HUF7TF	1-LRWO4-16	CLSCSV_0430019206237	              30.0000000	38.820000	38.820000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-72EGDEA	1-LRWO4-16	CLS34188CS	              66.0000000	21.780000	21.780000	               1.0000000	ITALY	CHILE	?	?	?	2	Equal
1-6ILKDIX	1-LRWO4-34	CLS62028IS	                .5000000	?	6.000000	              30.0000000	CHILE	CHILE	?	?	?	?	?
1-62V0BYU	1-LRWO4-5	CLCSINC26150679_1022	                .5000000	6.000000	6.000000	               1.0000000	CHILE	Asia	?	Other	?	?	?
1-71TMU5P	1-LRWO4-5	CLSCSV_0603019446777	                .5000000	9.240000	9.240000	               3.0000000	CHILE	Europe	?	FedEx	?	?	?
1-7CL2O35	1-LRWO4-34	COMET_1-7CL2O2X	               1.0000000	6.000000	90.000000	             100.0000000	CHILE	CHILE	?	?	?	?	?
1-7HGUVB2	1-LRWO4-6	COMET_1-7HDCGYY	               5.0000000	7.200000	10.200000	               1.0000000	CHILE	BRAZIL	?	?	?	2	Equal
1-6FHKI3E	1-LRWO4-6	CLSCSV_0411019087078	              20.0000000	14.820000	14.820000	               1.0000000	CHILE	South America	?	Other	?	?	?
1-78L48BD	1-LRWO4-16	COMET_1-1YDLOTB	              58.0000000	360.000000	360.000000	              10.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Freight Forwarder	?	?	?
1-6MXYD8M	1-LRWO4-16	CLSION_0604019456633	               3.0000000	48.000000	48.000000	               4.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-6MCLAPR	1-LRWO4-16	CLSCSV_0604019453785	             200.0000000	?	60.000000	               1.0000000	SPAIN	CHILE	?	?	?	2	Equal
1-6PQ31TK	1-LRWO4-16	CLC10000385	             130.0000000	54.000000	54.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6DZF43Q	1-LRWO4-16	CLS55660CS	              20.0000000	9.600000	9.600000	               1.0000000	FRANCE	CHILE	?	FedEx	?	2	Equal
1-72T4DFI	1-LRWO4-16	COMET_1-3SPGSLL	              15.0000000	7.200000	7.200000	               2.0000000	Africa	CHILE	?	?	?	?	?
1-6TLEZH1	1-LRWO4-16	COMET_1-6TIHJHZ	            1000.0000000	?	114.000000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-62YHMJA	1-LRWO4-16	CLSCSV_1214018925128	               5.0000000	9.000000	9.000000	               1.0000000	PERU	CHILE	?	?	?	1	Equal
1-7CT28ON	1-LRWO4-6	CLSCSV_1228015470096	              50.0000000	16.200000	16.200000	               1.0000000	CHILE	COLOMBIA	?	NONE	?	2	Equal
1-6NG0EG4	1-LRWO4-6	CLS68876CS	               5.0000000	9.000000	9.000000	               2.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	?	?	?	?
1-7ASXRFO	1-LRWO4-16	COMET_1-1TK590L	              21.0000000	26.760000	26.760000	               1.0000000	UNITED KINGDOM	CHILE	?	Freight Forwarder	?	2	Equal
1-69B3427	1-LRWO4-16	CLC10012963	             228.0000000	79.380000	79.380000	               1.0000000	SWEDEN	CHILE	?	Freight Forwarder	?	2	Faster
1-786NFJY	1-LRWO4-34	COMET_1-2F0FY67	                .5000000	24.000000	24.000000	              80.0000000	CHILE	CHILE	?	?	?	?	?
1-6IL58OF	1-LRWO4-16	CLSCSV_0508019257138	              10.0000000	18.360000	18.360000	               2.0000000	BRAZIL	CHILE	?	FedEx	?	2	Slower
1-7MHTHIM	1-LRWO4-16	COMET_1-3SFXSPF	            1100.0000000	?	60.000000	               3.0000000	FRANCE	CHILE	?	?	?	2	Equal
1-6JPVYJV	1-LRWO4-16	CLSCSV_0514019296310	               2.0000000	?	6.915600	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	OTHER	?	?	?
1-6YJNMVW	1-LRWO4-16	CLSCSV_08230110046317	               5.0000000	12.000000	12.000000	               1.0000000	Europe	CHILE	?	OTHER	?	?	?
1-67K3PXC	1-LRWO4-6	CLSION_0816017697717	              15.0000000	36.000000	36.000000	               4.0000000	CHILE	Europe	?	FedEx	?	?	?
1-7LTN04D	1-LRWO4-16	CLS26390CS	              15.0000000	14.100000	14.100000	               1.0000000	MEXICO	CHILE	?	OTHER	?	2	Equal
1-7K20FQ9	1-LRWO4-16	CLSCSV_0531019423891	             125.0000000	72.000000	87.720000	               1.0000000	Asia	CHILE	?	?	?	?	?
1-6BL963C	1-LRWO4-16	CLSCSV_0311018868689	              50.0000000	45.960000	45.960000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-73H6BEN	1-LRWO4-16	CLC-R2005-191	               5.0000000	6.000000	24.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	NONE	?	?	?
1-62YHM92	1-LRWO4-16	CLSCSV_1227019004559	              20.0000000	90.000000	90.000000	               3.0000000	Europe	CHILE	?	?	?	?	?
1-72EP0IT	1-LRWO4-16	COMET_1-4TWZEKR	              30.0000000	192.000000	192.000000	              15.0000000	Europe	CHILE	?	?	?	?	?
1-6REDC6T	1-LRWO4-16	COMET_1-13P4OYO	              70.0000000	180.000000	240.000000	              10.0000000	GERMANY	CHILE	?	DGF	?	2	Equal
1-6KBZQPX	1-LRWO4-6	CLS29484WL	              10.0000000	12.000000	12.000000	               2.0000000	CHILE	Europe	?	?	?	?	?
1-6UX5YPD	1-LRWO4-16	CLSCSV_0315016257971	               2.0000000	6.882000	6.882000	               1.0000000	FRANCE	CHILE	?	?	?	2	Equal
1-6KJGM3D	1-LRWO4-16	CLSCSV_0423019157978	              78.0000000	83.580000	83.580000	               1.0000000	Africa	CHILE	?	Other	?	?	?
1-7K99U80	1-LRWO4-16	CLSCSV_0523019377706	              85.0000000	36.838800	36.838800	               1.0000000	FRANCE	CHILE	?	?	?	2	Equal
1-6G5CIR2	1-LRWO4-16	CLC10002590	              20.0000000	120.000000	120.000000	              10.0000000	North America	CHILE	?	NONE	?	?	?
1-6FZX9SA	1-LRWO4-16	CLSCSV_1018018437077	              30.0000000	0.600000	0.600000	               2.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	UPS	?	?	?
1-7JJQRVH	1-LRWO4-16	CLSION_01300111292713	               5.0000000	20.880000	20.880000	               2.0000000	Africa	CHILE	?	?	?	?	?
1-7HHS3BB	1-LRWO4-16	CLC10004941	               1.0000000	?	0.060000	               1.0000000	ARGENTINA	CHILE	?	?	?	1	Equal
1-7AEM06I	1-LRWO4-6	COMET_1-1JLZDH5	                .5000000	6.000000	6.000000	               2.0000000	CHILE	Asia	?	NONE	?	?	?
1-75OB65V	1-LRWO4-16	COMET_1-75O63TB	              21.0000000	10.800000	10.800000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	NONE	?	1	Faster
1-7H0HV9P	1-LRWO4-6	COMET_1-5VMZBMF	               1.0000000	?	15.000000	              30.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-6V1VQBX	1-LRWO4-34	CLS4004CS	               5.0000000	39.000000	39.000000	             110.0000000	CHILE	CHILE	?	Chile Express	?	?	?
1-6LYU2BN	1-LRWO4-16	CLSCSV_0125018599943	              40.0000000	60.000000	60.000000	               3.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-14BNB9-784	1-LRWO4-16	COMET_1-2DS5YKC	              70.0000000	78.000000	78.000000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-786TRFS	1-LRWO4-6	COMET_DKV-Y6	              18.4000000	54.000000	54.000000	              25.0000000	CHILE	PERU	?	Other	?	1	Faster
1-763D8O5	1-LRWO4-23	CLS27793CS	              20.0000000	60.000000	60.000000	               7.0000000	UNITED STATES OF AMERICA	PERU	?	Freight Forwarder	?	1	Faster
1-7BDWBG1	1-LRWO4-6	CLSCSV_11190110782702	              13.0000000	36.000000	36.000000	               5.0000000	CHILE	North America	?	UPS	?	?	?
1-73YTHN9	1-LRWO4-6	CLCSINC26150679_1481	             120.0000000	16.440000	16.440000	               1.0000000	CHILE	PERU	?	Freight Forwarder	?	1	Faster
1-6MY3XLO	1-LRWO4-6	COMET_1-6MXEO3B	              15.0000000	12.000000	24.000000	               3.0000000	CHILE	Europe	?	?	?	?	?
1-63BSR1N	1-LRWO4-5	CLSCSV_0104019049934	                .5000000	18.000000	18.000000	               4.0000000	CHILE	ISRAEL	?	?	?	?	?
1-7I6XNWX	1-LRWO4-16	CLS88676CS	             278.0000000	?	113.880000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-6SD31P5	1-LRWO4-16	CLSCSV_0713019748037	              10.0000000	24.000000	24.000000	               2.0000000	COLOMBIA	CHILE	?	?	?	2	Slower
1-6XHKYSZ	1-LRWO4-16	CLCSINC6273288_72	               4.0000000	6.000000	6.000000	               2.0000000	North America	CHILE	?	?	?	?	?
1-74R8EQ5	1-LRWO4-16	COMET_1-14KNQ7F	              32.0000000	28.963800	28.963800	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-6A1E0H3	1-LRWO4-16	COMET_1-3LCRCZ4	              50.0000000	?	720.000000	              20.0000000	SPAIN	CHILE	?	UPS	?	2	Equal
1-7963RKR	1-LRWO4-6	CLSCSV_11170110766873	                .5000000	7.500000	7.500000	               5.0000000	CHILE	South America	?	Other	?	?	?
1-6XHYUI6	1-LRWO4-16	CLC10002382	              40.0000000	41.400000	41.400000	               1.0000000	UNITED STATES OF AMERICA	CHILE	?	?	?	1	Faster
1-695OYFV	1-LRWO4-16	CLSCSV_0218018732442	               5.0000000	6.360000	6.360000	               1.0000000	ITALY	CHILE	?	?	?	2	Equal
1-6JZPU9J	1-LRWO4-6	CLC10001353	               5.0000000	0.600000	65.400000	              10.0000000	CHILE	COLOMBIA	?	FedEx	?	2	Equal
1-7DY7ZW4	1-LRWO4-16	CLSCSV_0425016641188	             168.0000000	63.240000	63.240000	               1.0000000	ITALY	CHILE	?	Freight Forwarder	?	2	Equal
1-753VKCA	1-LRWO4-16	CLSCSV_0703017324620	              15.0000000	24.000000	24.000000	               2.0000000	UNITED STATES OF AMERICA	CHILE	?	Other	?	1	Faster
1-776SWTR	1-LRWO4-16	CLSCSV_08280110083016	              78.0000000	59.520000	59.520000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6OZ9EBW	1-LRWO4-16	CLS93253CS	              80.0000000	81.780000	81.780000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-77F4M1S	1-LRWO4-16	CLS32431CS	              20.0000000	27.142800	27.142800	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6JQ95B1	1-LRWO4-16	CLSION_0516019319505	               2.0000000	23.820000	23.820000	               4.0000000	Asia	CHILE	?	OTHER	?	?	?
1-63G2BK3	1-LRWO4-6	CLSCSV_1218018944921	               5.0000000	53.400000	53.400000	               5.0000000	CHILE	MEXICO	?	FedEx	?	3	Faster
1-78ZEG3C	1-LRWO4-16	COMET_1-32PL6D7	             139.0000000	103.920000	103.920000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	FedEx	?	?	?
1-14BNB9-718	1-LRWO4-16	COMET_1-4E244IF	               1.0000000	0.060000	0.060000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-78XRRW3	1-LRWO4-5	CLCSINC22894202_273	                .5000000	10.875000	10.875000	               5.0000000	CHILE	GERMANY	?	Other	?	3	Equal
1-64C125D	1-LRWO4-6	COMET_1-KC13DE	               2.0000000	?	?	              60.0000000	CHILE	Europe	?	FedEx	?	?	?
1-795CUT1	1-LRWO4-6	COMET_1-1GQHFES	               1.0000000	30.000000	30.000000	               5.0000000	CHILE	CHINA, PEOPLES REPUBLIC	?	Other	?	?	?
1-6Y4F10B	1-LRWO4-16	CLSCSV_0516016846804	               1.0000000	6.300000	6.300000	               1.0000000	SWEDEN	CHILE	?	?	?	2	Faster
1-6IJL9NB	1-LRWO4-16	CLS90993IS	              27.0000000	24.000000	24.000000	               1.0000000	SPAIN	CHILE	?	?	?	2	Equal
1-72GHEGG	1-LRWO4-16	CLC10000385	              70.0000000	72.000000	120.000000	               4.0000000	UNITED STATES OF AMERICA	CHILE	?	Freight Forwarder	?	1	Faster
1-7AKFDQ3	1-LRWO4-16	CLS11878CS	               7.0000000	9.300000	9.300000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	?	?	?	?
1-6FOOY8N	1-LRWO4-16	CLSCSV_0412019097804	               9.0000000	13.285800	13.285800	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-6ZN4GTD	1-LRWO4-16	COMET_1-5IBH2DP	                .5000000	4.560000	4.560000	               1.0000000	Asia	CHILE	?	OTHER	?	?	?
1-6UQH6UK	1-LRWO4-16	COMET_1-6UQH6UD	             150.0000000	240.000000	120.000000	               3.0000000	BRAZIL	CHILE	?	UPS	?	2	Slower
1-6KJ6PR4	1-LRWO4-16	CLSION_0522019357559	               9.0000000	5.620800	8.647200	               1.0000000	VENEZUELA	CHILE	?	?	?	2	Faster
1-6CTCFG4	1-LRWO4-16	COMET_1-XHW63W	              30.0000000	44.640000	44.640000	               1.0000000	Asia	CHILE	?	FedEx	?	?	?
1-64Y65SX	1-LRWO4-16	CLCSINC26150679_1887	              25.0000000	60.000000	60.000000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Otros	?	?	?
1-71E8IPX	1-LRWO4-16	COMET_1-UV3QZL	              99.0000000	40.200000	40.200000	               1.0000000	GERMANY	CHILE	?	Freight Forwarder	?	2	Equal
1-72F21TT	1-LRWO4-16	CLC10003608	              50.0000000	20.940000	20.940000	               1.0000000	Europe	CHILE	?	NONE	?	?	?
1-6JJC5QJ	1-LRWO4-16	COMET_1-1XTON5Q	             160.0000000	98.640000	98.640000	               1.0000000	Africa	CHILE	?	Freight Forwarder	?	?	?
1-6GFEICA	1-LRWO4-16	CLS71023CS	             108.0000000	45.600000	45.600000	               1.0000000	MEXICO	CHILE	?	Other	?	2	Equal
1-6KJPCVN	1-LRWO4-5	COMET_1-6KJNKC1	                .5000000	56.760000	56.760000	              20.0000000	CHILE	Asia	?	Other	?	?	?
1-7201XPU	1-LRWO4-6	CLS64087CS	               1.5000000	59.875200	59.875200	              16.0000000	CHILE	Asia	?	FedEx	?	?	?
1-64UALUF	1-LRWO4-6	CLCSINC26150679_1662	              10.0000000	24.000000	24.000000	               1.0000000	CHILE	Europe	?	FedEx	?	?	?
1-6LZT7FY	1-LRWO4-6	COMET_1-6LY0LP3	               5.0000000	9.000000	9.000000	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-7H4ZG3W	1-LRWO4-16	CLS62850CS	               3.0000000	7.200000	7.200000	               1.0000000	North America	CHILE	?	?	?	?	?
1-6FA1M63	1-LRWO4-16	CLSCSV_0408019056140	              50.0000000	18.000000	18.000000	               1.0000000	Europe	CHILE	?	?	?	?	?
1-7BTBYZV	1-LRWO4-6	CLSISL_0222016037470	               1.0000000	2.752800	4.235400	               1.0000000	CHILE	UNITED STATES OF AMERICA	?	?	?	1	Faster
1-7F8VN2N	1-LRWO4-16	CLS89572IS	              50.0000000	33.900000	33.900000	               1.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	Other	?	?	?
1-7F4I537	1-LRWO4-16	COMET_1-615SCL2	              10.0000000	0.000000	60.000000	               3.0000000	Europe	CHILE	?	?	?	?	?
1-67JYV64	1-LRWO4-16	CLSION_0106019056579	               5.0000000	40.920000	40.920000	              13.0000000	UNITED STATES OF AMERICA	CHILE	?	FedEx	?	1	Faster
1-647RROD	1-LRWO4-16	COMET_1-4WCU2PO	               1.0000000	240.000000	240.000000	              40.0000000	CHINA, PEOPLES REPUBLIC	CHILE	?	UPS	?	?	?
1-732GZ7B	1-LRWO4-6	CLSION_0802019897159	              40.0000000	30.000000	30.000000	               5.0000000	CHILE	VENEZUELA	?	?	?	3	Faster
1-6U42TZ5	1-LRWO4-6	CLSCSV_0718019786064	              50.0000000	38.460000	38.460000	               1.0000000	CHILE	SPAIN	?	Other	?	3	Equal
1-73ULGRB	1-LRWO4-16	CLSCSV_10100110468776	              15.0000000	8.880000	8.880000	               1.0000000	COLOMBIA	CHILE	?	Other	?	2	Slower
1-66DOA2T	1-LRWO4-34	COMET_1-66DLGTC	                .5000000	30.000000	30.000000	              80.0000000	CHILE	CHILE	?	Correos de Chile	?	?	?
